"X1" "X2" "X3" "GROUP"
-1.42160957476161 1.13494499333029 0.644470682158217 2
0.790349545692984 0.319500821525692 0.351465052574694 4
-1.40359862020637 0.178166576677785 0.916802370320257 1
-1.41928572469465 -0.989112261407225 -0.706974425861682 1
0.179138238173675 0.303366275972189 0.308520042863285 2
1.11069000125416 0.0154688931913513 0.377544899808676 2
1.89930478138909 0.22404021514642 0.264557408640322 4
-2.34269367419109 -1.36221529294906 0.74811297134459 3
-1.62389058608814 1.65364594971694 1.06409079208475 2
0.355302357253634 0.134109535735706 1.98968802341339 4
0.530637289898545 -0.0907557344717757 -1.12039642138722 3
0.869900316788669 -0.354106787260005 1.41852252185676 4
0.175271037759544 -1.71360395838403 -0.11610845116298 2
-0.118153273162641 -0.266448865378494 -1.06202637213571 2
0.219429911611621 -0.226529843479368 1.11999457131053 4
1.25805931952876 0.380708410121566 -0.0163910799620412 2
0.487480512745197 -0.476227768935219 -0.145167781331689 3
0.786101009359586 -2.18439651333345 0.490986234668577 4
-0.403051019095883 0.0686944111569257 -0.234693677832335 5
-0.458787732170356 0.230318768772479 0.0760052289318587 4
-0.000218191668310619 0.652337582675286 -0.217396100742226 1
-1.15418465561942 -0.356396118431012 -1.34545512246489 2
-2.16112297305588 1.30724352552877 -0.423484846662551 3
0.10317047432817 -0.327800408031926 1.23726456209532 4
-1.84022694420354 -0.24375921723752 -0.486690815137812 2
1.82340305254507 -1.39257181871786 0.270185964393275 2
0.357147358135484 -0.916440301223084 0.136654008585877 5
-0.384924469208142 -1.17460379668296 0.257903063618009 4
0.263931722119776 -0.866704820799581 -0.697070603416824 5
-0.823812932172015 0.0973443303754502 -0.0965025661104946 3
-1.77700317716501 0.983818220946573 1.29542837851506 1
-0.558293113745905 -2.26581137557758 -0.476245035061867 2
-0.539214222864929 0.463403976092467 -0.093695629951126 4
-0.0135659211964901 -0.319141045774459 -0.778299673418966 3
0.652197221211921 0.636943756277545 0.882585535268358 2
-1.69995710540291 1.77036880445267 -0.392434155258271 2
-0.14956166400426 0.516717706976483 -0.395895475332211 2
-0.181615554134617 -0.594869367571317 0.3349799105637 2
0.0842632266275341 -0.460507919409085 0.562173123252471 3
0.619943753511483 0.713779416115499 0.222843027272364 4
0.862623114125694 -2.21684044159885 -0.243158395663737 5
1.31200033462338 1.14920744213245 0.515755445131303 4
-0.268328778558176 0.414392157383303 -0.655963639794987 1
-0.959851084477472 0.169562734357021 0.254284562290308 1
-0.00796568402263623 -1.52128281260229 0.039615800190177 2
0.324609724515749 1.91181795670229 -1.12300783407751 2
-0.433625056252594 -2.5496201319122 0.00302940327099684 1
-1.16628680232607 -1.01632534974597 -0.142779681253101 4
-0.797029631126533 0.981933306296703 1.66956137999276 3
1.11901087367723 -0.230776573656487 -1.46838192614148 3
