696 310 217 223 277 503
201 61 53 42 73 166
128 35 38 23 40 101
142 53 34 32 41 121
133 33 39 31 42 63
130 36 31 19 49 66
119 39 31 28 33 56
157 50 40 31 50 142
223 69 50 56 83 215
272 84 67 60 101 152
638 264 193 195 253 657
388 119 108 105 140 234
295 113 71 74 103 188
853 433 275 287 433 1192
1067 632 430 465 612 1048
212 76 47 48 69 196
471 184 137 117 179 513
112 36 22 29 41 92
240 75 56 61 79 232
236 78 69 48 76 148
592 233 164 184 250 428
468 173 132 143 159 316
166 53 35 34 53 83
133 38 27 24 50 66
199 60 50 53 73 111
324 112 81 75 114 288
391 149 101 90 145 245
117 37 25 28 34 89
129 32 28 33 46 89
100 30 22 17 39 60
215 69 47 54 72 133
256 96 55 59 69 137
316 110 72 97 121 197
260 87 70 66 78 158
210 67 50 57 62 170
132 53 24 23 39 116
260 106 63 48 76 234
121 32 21 29 43 53
92 26 23 22 26 69
106 32 24 29 28 95
301 101 65 75 111 172
179 55 43 41 56 147
150 50 30 32 47 77
98 34 19 24 28 53
251 81 70 61 76 210
184 60 45 50 49 103
187 60 36 48 66 156
301 90 78 81 102 296
113 27 17 31 43 66
112 37 20 26 38 62
171 58 39 44 48 165
1124 690 459 475 652 1892
243 79 50 58 87 130
130 40 27 32 46 120
209 77 48 48 73 120
193 68 38 40 72 154
234 84 72 47 62 137
163 56 32 28 62 90
93 35 18 25 22 52
97 30 17 22 34 48
106 34 15 20 44 56
129 40 34 24 39 58
603 221 174 179 277 435
520 196 118 156 204 346
137 45 34 31 39 75
113 49 20 24 28 84
234 70 52 61 83 226
156 52 37 30 57 121
180 57 43 52 54 173
97 25 20 26 37 74
130 44 23 28 45 103
229 73 54 65 76 219
105 27 27 22 33 52
788 385 235 257 339 656
180 63 42 30 56 91
309 115 83 77 95 301
124 29 35 31 39 98
151 46 34 29 57 122
129 37 26 36 36 68
128 50 25 30 31 107
806 388 254 287 354 933
239 93 56 49 76 201
280 88 76 75 102 181
628 259 202 193 278 481
393 146 102 102 152 362
136 38 32 35 43 77
164 54 44 36 52 91
114 35 33 28 27 60
602 264 181 159 217 575
124 35 31 19 44 89
197 65 47 50 66 160
909 420 316 294 451 738
113 39 32 23 28 67
469 167 122 142 178 304
104 36 26 20 26 89
160 45 29 42 53 84
141 39 31 28 51 128
368 143 89 106 133 234
136 32 34 41 41 86
918 452 291 337 471 771
192 57 43 54 62 183
105 31 25 19 36 59
135 38 30 30 49 75
262 91 63 66 87 149
632 265 212 209 256 480
232 79 49 53 82 117
146 43 33 36 43 80
120 37 24 27 45 96
169 53 34 33 58 90
111 36 25 25 35 69
533 210 138 162 222 588
431 160 120 112 144 280
111 28 28 25 33 80
155 49 41 32 48 87
337 111 79 91 117 283
96 32 20 23 32 99
85 26 20 19 24 48
179 65 42 36 52 104
97 33 20 15 31 74
96 39 18 15 31 52
719 312 243 226 290 787
120 26 37 35 38 69
122 42 25 29 36 113
243 103 56 42 81 218
160 55 45 30 55 151
105 35 26 17 36 53
81 26 22 14 24 65
183 72 43 35 57 110
450 163 113 114 179 285
203 66 49 54 64 118
197 59 46 49 75 174
137 39 34 32 40 77
177 56 49 41 56 106
98 26 23 21 31 68
158 40 41 36 56 86
132 49 24 34 31 117
162 55 44 40 41 99
145 52 24 33 48 82
933 455 379 323 451 811
165 51 41 37 57 161
218 77 50 40 68 120
196 55 44 48 69 180
136 42 35 28 41 106
1617 2007 1460 1480 2139 5093
169 62 41 30 51 85
128 43 37 30 34 71
103 32 29 22 22 84
224 69 52 48 81 182
224 74 46 60 77 136
234 77 59 63 74 191
160 54 41 42 37 86
125 38 37 29 33 101
227 80 60 43 65 192
135 49 34 22 37 86
417 155 109 104 156 250
105 29 30 20 29 54
263 92 57 70 85 158
327 133 79 61 120 187
82 20 21 16 32 49
147 59 34 25 43 72
92 38 14 16 29 67
107 25 26 27 34 56
109 49 16 26 27 103
161 49 33 38 48 92
446 174 116 121 172 311
105 34 20 20 33 59
855 382 307 271 409 704
218 64 51 41 95 185
548 224 130 170 220 540
119 40 22 23 39 67
114 29 25 23 40 99
177 62 36 45 59 147
138 49 21 36 46 72
241 82 54 59 83 214
330 106 78 82 129 194
100 33 21 24 36 60
174 54 41 40 59 94
121 49 23 25 33 56
95 33 24 22 26 88
361 136 100 86 132 254
196 72 43 35 59 151
89 29 23 16 31 44
281 109 70 67 95 190
112 31 21 25 44 60
203 64 46 52 62 168
419 143 103 116 170 267
117 37 29 24 33 64
119 36 30 24 33 95
177 47 45 41 61 100
1050 602 438 430 585 1013
210 69 55 47 72 158
204 78 38 47 67 197
75 16 24 12 25 38
284 100 63 66 100 164
95 22 18 22 38 49
149 49 30 38 46 78
283 92 75 65 93 158
149 43 42 31 43 111
123 36 40 23 36 109
99 37 28 16 23 48
245 82 52 63 86 137
126 41 39 31 27 106
249 88 59 57 80 203
121 39 26 23 39 95
180 63 35 42 62 169
94 25 22 28 25 53
265 86 64 56 103 139
989 574 387 388 523 1351
141 40 35 27 50 112
121 36 36 29 29 63
140 42 41 25 46 107
184 60 44 38 57 167
158 51 34 39 48 91
145 48 27 41 42 100
191 69 36 42 57 100
171 60 36 38 53 88
130 38 28 32 38 90
117 33 25 28 36 99
206 76 44 40 84 123
121 40 25 23 44 99
481 192 132 142 174 441
475 167 133 133 186 318
214 49 66 55 79 211
538 199 150 121 242 509
609 258 180 185 246 465
163 48 39 33 55 116
115 35 25 21 39 93
365 144 70 99 131 317
166 40 30 40 71 119
130 41 32 23 51 75
106 34 26 27 28 83
262 72 77 74 82 149
149 50 30 40 43 110
197 55 55 54 52 165
1306 955 661 677 968 1633
111 35 31 33 22 83
202 65 40 38 75 102
128 43 25 28 39 68
190 63 48 46 57 153
290 103 76 69 97 248
165 65 36 40 40 81
202 65 55 54 57 121
185 54 49 43 57 141
155 57 37 26 59 92
94 29 20 16 31 78
97 26 21 22 30 45
956 508 355 357 524 1453
141 50 33 28 44 129
433 161 130 124 165 400
271 99 57 58 111 176
227 75 48 63 70 136
108 27 17 20 45 60
123 46 31 30 28 62
122 33 21 27 47 57
122 37 33 22 39 87
720 312 224 261 282 776
227 74 61 51 76 187
263 82 71 69 68 203
232 87 57 53 70 137
113 32 25 23 41 59
120 35 27 21 47 86
163 51 42 33 55 96
169 71 30 36 50 135
140 48 31 36 37 108
264 84 57 79 78 220
111 43 19 21 35 60
449 170 116 111 184 412
182 50 39 42 62 100
171 51 38 43 49 83
595 260 190 175 237 614
104 39 10 28 34 63
301 95 68 75 113 162
236 72 62 58 77 136
105 42 18 30 22 58
194 66 40 48 63 104
720 290 243 198 327 515
214 71 53 39 78 119
1510 1538 998 1063 1476 3686
196 78 38 34 74 179
130 47 34 26 33 125
96 32 14 30 27 74
98 27 30 14 30 82
104 37 22 18 31 84
168 51 40 34 57 144
243 94 47 55 78 196
213 74 43 40 75 124
110 31 29 25 37 61
181 56 44 40 56 167
784 343 248 251 362 596
128 42 29 29 36 67
350 114 95 90 126 225
285 119 61 71 78 175
157 51 32 29 60 120
530 195 145 152 223 367
121 33 32 23 37 73
164 57 35 31 46 95
330 124 93 76 110 208
127 30 32 31 38 96
134 41 31 34 42 77
174 72 46 36 41 144
100 33 21 22 30 93
266 89 73 54 88 219
424 163 105 105 161 448
143 46 33 33 41 87
177 60 33 49 56 168
203 69 44 45 73 164
159 52 48 39 31 133
105 41 24 15 33 59
176 58 34 46 62 107
143 47 35 30 43 110
122 39 27 28 39 70
172 52 37 36 63 136
234 80 67 52 70 139
114 30 19 35 33 83
171 72 32 34 52 95
123 41 26 26 40 91
237 95 48 55 76 148
174 56 43 30 65 105
72 24 15 13 24 37
149 44 37 35 46 118
177 66 43 41 44 110
107 34 28 25 26 63
111 36 23 19 39 61
163 59 45 32 50 105
127 42 27 30 36 101
106 32 19 27 38 77
258 95 68 57 77 225
456 181 122 114 162 292
171 60 31 48 47 83
90 30 18 19 31 80
133 44 42 24 32 118
192 63 54 39 66 111
299 100 78 79 94 167
161 47 35 42 44 146
147 49 45 32 29 108
275 94 79 67 83 231
123 34 23 32 43 61
157 42 32 41 48 90
233 99 52 49 67 126
102 29 21 24 29 53
222 63 63 48 71 107
89 25 19 25 21 73
162 41 37 38 53 83
96 25 25 15 36 43
336 95 92 79 113 317
199 58 40 47 72 155
492 183 116 151 196 342
589 228 180 176 248 425
97 31 24 20 25 45
104 29 28 22 34 74
105 36 25 19 33 60
125 34 39 25 35 73
177 64 37 31 68 108
199 69 64 46 52 168
428 145 132 110 150 272
106 26 26 26 33 79
137 48 26 30 42 69
218 61 45 47 88 181
100 30 18 27 34 75
487 216 122 105 177 308
147 61 20 35 44 107
150 42 40 27 51 82
376 145 102 95 127 229
132 43 29 26 48 98
161 56 35 29 50 74
456 171 116 127 201 521
114 34 22 26 39 55
131 40 29 35 37 68
93 24 15 27 34 52
108 33 29 21 29 49
288 104 61 80 103 180
101 33 22 25 26 83
139 43 31 34 43 73
162 58 45 40 36 96
138 47 30 37 42 75
209 64 48 62 65 174
160 49 45 35 45 124
158 51 37 35 48 77
374 142 94 95 116 318
97 27 24 22 30 58
316 105 84 86 109 193
122 37 34 28 34 89
96 28 20 20 35 85
938 484 316 323 491 805
103 31 29 28 29 59
240 83 58 55 79 131
199 67 51 34 66 182
156 45 31 38 53 101
115 37 24 27 33 63
110 42 21 32 23 58
141 42 32 30 48 97
332 115 75 90 123 333
259 71 62 59 104 144
109 37 28 19 32 65
171 67 33 33 55 88
292 124 66 74 88 158
486 197 126 112 187 320
377 137 98 102 130 341
88 25 12 33 23 42
87 26 21 16 27 43
284 102 75 64 92 236
104 22 26 28 35 52
106 37 20 23 29 53
496 205 138 141 191 336
116 43 23 24 38 62
108 40 22 23 27 60
551 192 158 163 214 368
395 148 92 104 148 253
140 45 34 36 40 78
122 31 25 36 39 63
207 60 52 50 62 100
307 109 83 85 92 264
105 31 24 20 32 48
106 33 28 21 27 77
129 33 29 34 40 116
135 49 28 32 39 68
120 34 28 22 48 68
1140 646 511 468 686 1651
282 98 68 68 99 242
185 49 43 41 78 109
163 45 36 33 60 111
526 211 150 152 210 363
98 27 23 17 38 74
150 48 33 30 52 117
677 306 182 201 273 449
112 34 34 20 29 59
112 31 39 21 26 90
192 48 51 53 63 99
78 25 17 21 22 33
204 72 42 42 72 162
426 144 109 127 171 463
120 40 27 24 39 65
147 44 36 30 48 110
119 46 31 17 39 65
937 491 349 340 499 880
135 45 26 29 49 76
516 219 136 145 195 499
108 36 20 18 41 80
112 43 26 23 27 62
230 85 51 65 71 135
212 67 55 50 56 126
112 35 17 30 35 55
138 37 35 35 51 77
157 53 37 34 56 84
83 26 11 24 28 67
280 82 74 75 101 249
122 48 27 25 32 57
122 46 25 20 35 73
251 94 48 60 80 157
175 53 43 36 62 155
106 28 21 26 37 86
137 45 24 28 46 103
129 37 23 34 41 61
350 130 94 92 125 225
95 23 24 22 34 56
134 42 28 29 45 81
96 32 16 29 27 54
97 33 34 15 26 83
188 59 35 45 69 109
150 57 27 42 51 97
182 68 38 35 54 142
136 45 33 30 43 79
119 35 26 24 42 69
419 163 118 111 164 254
149 50 32 35 49 93
240 69 58 55 97 206
111 27 29 21 38 61
93 20 28 19 33 74
246 91 64 60 80 156
151 53 32 31 46 123
104 39 23 15 33 80
160 65 38 34 40 79
113 23 34 23 42 65
113 26 26 31 34 63
171 59 43 40 47 166
283 97 66 55 103 164
158 53 35 32 51 105
123 36 22 29 43 102
147 38 32 39 54 79
99 37 23 24 22 56
110 39 28 17 30 51
200 61 51 46 72 173
144 56 40 28 39 71
187 65 54 42 46 103
113 33 30 26 39 70
302 97 67 77 108 178
137 38 31 31 52 75
231 82 49 56 84 214
120 41 16 22 46 85
366 130 101 97 124 207
144 39 33 36 55 89
155 44 37 43 44 84
160 46 35 49 50 97
677 262 203 190 279 470
181 71 42 40 48 147
128 41 25 27 42 93
296 109 63 69 117 294
142 46 33 23 56 81
216 72 57 50 69 184
122 37 25 29 36 59
111 28 27 23 38 52
154 45 43 35 51 95
179 55 36 46 61 145
222 78 55 57 59 138
203 66 50 45 72 112
215 61 61 41 71 122
170 52 32 42 58 137
215 73 54 56 68 167
111 33 28 25 32 82
107 40 24 17 38 82
197 64 46 45 67 157
257 84 61 56 89 202
267 86 73 66 85 152
105 40 17 24 28 72
210 80 46 45 65 177
150 51 31 35 43 110
101 26 22 20 39 83
643 284 175 214 273 683
181 56 37 38 65 99
160 41 46 45 47 94
115 39 18 26 38 83
130 40 30 22 44 73
162 57 35 42 43 85
90 23 18 24 26 51
164 58 41 31 58 99
140 40 44 24 41 66
116 29 27 30 40 67
190 57 46 45 59 107
96 27 21 22 35 47
329 119 80 65 118 266
271 94 62 63 95 167
178 59 40 39 56 103
103 28 25 24 32 74
176 54 33 39 71 133
110 26 24 30 35 61
102 32 22 24 29 47
135 44 31 33 34 106
148 49 29 44 37 70
158 51 44 27 46 125
601 250 169 168 230 686
144 42 36 36 44 118
124 36 25 27 40 91
155 53 34 36 44 118
99 36 24 22 34 57
169 53 40 34 53 87
165 51 42 36 47 76
143 44 27 35 52 77
414 146 115 98 142 418
135 43 25 31 44 95
108 32 21 27 36 86
148 48 24 38 54 128
127 48 38 27 29 75
171 57 39 31 57 86
98 32 19 23 33 53
405 144 84 117 142 343
103 26 25 26 30 53
164 43 45 33 64 130
112 42 26 17 34 53
146 43 29 32 54 73
115 34 26 34 35 65
101 26 33 23 26 81
224 77 40 59 79 133
203 76 44 53 59 105
